Base	Ortho	HumanVoice	MinGenVoice	PredictedVoice	Derivative	Prob	id_voice_s1	id_voice_root	id_voice_affix	no_long_v_f	no_long_v	Average
səsælθ	sisalth	5.625	0	4.10064350511	səsælθs	0.483226082482	0.0	0.0	0.195563468991	0.157222972552	0.392	0.372393220771
səsælθ	sisalth	5.625	0	4.10064350511	səsælðz	0.516773917518	0.0	0.304436531009	0.0	0.0	0.392	0.348218265505
nækəθ	nackith	3.42857142857	0	4.25437631313	nækəθs	0.542396052188	0.0	0.0	0.195563468991	0.0	0.392	0.293781734495
nækəθ	nackith	3.42857142857	0	4.25437631313	nækəðz	0.457603947812	0.0	0.304436531009	0.0	0.0	0.392	0.348218265505
kɹæθ	krath	4.33333333333	0	4.22774423777	kɹæθs	0.537957372962	0.0	0.0	0.195563468991	0.157222972552	0.392	0.372393220771
kɹæθ	krath	4.33333333333	0	4.22774423777	kɹæðz	0.462042627038	0.170720164204	0.304436531009	0.0	0.0	0.392	0.433578347607
ʃəkæθ	shekath	5.0	0	4.10064350511	ʃəkæθs	0.483226082482	0.0	0.0	0.195563468991	0.157222972552	0.392	0.372393220771
ʃəkæθ	shekath	5.0	0	4.10064350511	ʃəkæðz	0.516773917518	0.0	0.304436531009	0.0	0.0	0.392	0.348218265505
kælnəθ	kalnith	3.40909090909	0	4.10064350511	kælnəθs	0.483226082482	0.0	0.0	0.195563468991	0.157222972552	0.392	0.372393220771
kælnəθ	kalnith	3.40909090909	0	4.10064350511	kælnəðz	0.516773917518	0.0	0.304436531009	0.0	0.0	0.392	0.348218265505
pælθ	palth	4.71428571429	0	4.22774423777	pælθs	0.537957372962	0.0	0.0	0.195563468991	0.157222972552	0.392	0.372393220771
pælθ	palth	4.71428571429	0	4.22774423777	pælðz	0.462042627038	0.170720164204	0.304436531009	0.0	0.0	0.392	0.433578347607
kaɪrəf	kairif	4.08333333333	2.84311924075	4.10064350511	kaɪrəfs	0.483226082482	0.0	0.0	0.195563468991	0.157222972552	0.392	0.372393220771
kaɪrəf	kairif	4.08333333333	2.84311924075	4.10064350511	kaɪrəvz	0.516773917518	0.0	0.304436531009	0.0	0.0	0.392	0.348218265505
səbaɪf	sebife	5.35	3.90667000306	4.10064350511	səbaɪfs	0.483226082482	0.0	0.0	0.195563468991	0.157222972552	0.392	0.372393220771
səbaɪf	sebife	5.35	3.90667000306	4.10064350511	səbaɪvz	0.516773917518	0.0	0.304436531009	0.0	0.0	0.392	0.348218265505
zaɪf	zife	4.96	3.90667000306	4.22774423777	zaɪfs	0.537957372962	0.0	0.0	0.195563468991	0.157222972552	0.392	0.372393220771
zaɪf	zife	4.96	3.90667000306	4.22774423777	zaɪvz	0.462042627038	0.170720164204	0.304436531009	0.0	0.0	0.392	0.433578347607
ɹaɪləf	rylif	4.94736842105	2.84311924075	4.10064350511	ɹaɪləfs	0.483226082482	0.0	0.0	0.195563468991	0.157222972552	0.392	0.372393220771
ɹaɪləf	rylif	4.94736842105	2.84311924075	4.10064350511	ɹaɪləvz	0.516773917518	0.0	0.304436531009	0.0	0.0	0.392	0.348218265505
bɹaɪf	brife	5.78947368421	3.90667000306	4.22774423777	bɹaɪfs	0.537957372962	0.0	0.0	0.195563468991	0.157222972552	0.392	0.372393220771
bɹaɪf	brife	5.78947368421	3.90667000306	4.22774423777	bɹaɪvz	0.462042627038	0.170720164204	0.304436531009	0.0	0.0	0.392	0.433578347607
zəkaɪf	zikife	4.57142857143	3.90667000306	4.10064350511	zəkaɪfs	0.483226082482	0.0	0.0	0.195563468991	0.157222972552	0.392	0.372393220771
zəkaɪf	zikife	4.57142857143	3.90667000306	4.10064350511	zəkaɪvz	0.516773917518	0.0	0.304436531009	0.0	0.0	0.392	0.348218265505
ʧaɪθ	chyth	4.71428571429	3.33909931517	4.22774423777	ʧaɪθs	0.537957372962	0.0	0.0	0.195563468991	0.157222972552	0.392	0.372393220771
ʧaɪθ	chyth	4.71428571429	3.33909931517	4.22774423777	ʧaɪðz	0.462042627038	0.170720164204	0.304436531009	0.0	0.0	0.392	0.433578347607
dəpaɪθ	dipyth	4.46666666667	3.33909931517	4.10064350511	dəpaɪθs	0.483226082482	0.0	0.0	0.195563468991	0.157222972552	0.392	0.372393220771
dəpaɪθ	dipyth	4.46666666667	3.33909931517	4.10064350511	dəpaɪðz	0.516773917518	0.0	0.304436531009	0.0	0.0	0.392	0.348218265505
haɪləθ	hylith	3.73684210526	3.37825202937	4.10064350511	haɪləθs	0.483226082482	0.0	0.0	0.195563468991	0.157222972552	0.392	0.372393220771
haɪləθ	hylith	3.73684210526	3.37825202937	4.10064350511	haɪləðz	0.516773917518	0.0	0.304436531009	0.0	0.0	0.392	0.348218265505
ʃɹaɪθ	shryth	5.15	3.33909931517	4.22774423777	ʃɹaɪθs	0.537957372962	0.0	0.0	0.195563468991	0.157222972552	0.392	0.372393220771
ʃɹaɪθ	shryth	5.15	3.33909931517	4.22774423777	ʃɹaɪðz	0.462042627038	0.170720164204	0.304436531009	0.0	0.0	0.392	0.433578347607
paɪdəθ	pydith	3.17647058824	3.37825202937	4.25437631313	paɪdəθs	0.542396052188	0.0	0.0	0.195563468991	0.0	0.392	0.293781734495
paɪdəθ	pydith	3.17647058824	3.37825202937	4.25437631313	paɪdəðz	0.457603947812	0.0	0.304436531009	0.0	0.0	0.392	0.348218265505
həsaɪθ	hissyth	4.38888888889	3.33909931517	4.10064350511	həsaɪθs	0.483226082482	0.0	0.0	0.195563468991	0.157222972552	0.392	0.372393220771
həsaɪθ	hissyth	4.38888888889	3.33909931517	4.10064350511	həsaɪðz	0.516773917518	0.0	0.304436531009	0.0	0.0	0.392	0.348218265505
pətɛlf	petelf	5.41666666667	4.66576772882	4.65323837211	pətɛlfs	0.608873062018	0.0	0.0	0.195563468991	0.0	0.0	0.0977817344954
pətɛlf	petelf	5.41666666667	4.66576772882	4.65323837211	pətɛlvz	0.391126937982	0.0	0.304436531009	0.0	0.0	0.0	0.152218265505
nɛlgəf	nelgif	4.36363636364	2.84311924075	4.65323837211	nɛlgəfs	0.608873062018	0.0	0.0	0.195563468991	0.0	0.0	0.0977817344954
nɛlgəf	nelgif	4.36363636364	2.84311924075	4.65323837211	nɛlgəvz	0.391126937982	0.0	0.304436531009	0.0	0.0	0.0	0.152218265505
wəgɛf	wageff	4.45454545455	3.00442078392	4.65323837211	wəgɛfs	0.608873062018	0.0	0.0	0.195563468991	0.0	0.0	0.0977817344954
wəgɛf	wageff	4.45454545455	3.00442078392	4.65323837211	wəgɛvz	0.391126937982	0.0	0.304436531009	0.0	0.0	0.0	0.152218265505
yɛf	yeff	3.4	3.00442078392	4.22774423777	yɛfs	0.537957372962	0.0	0.0	0.195563468991	0.157222972552	0.392	0.372393220771
yɛf	yeff	3.4	3.00442078392	4.22774423777	yɛvz	0.462042627038	0.170720164204	0.304436531009	0.0	0.0	0.392	0.433578347607
ʃɛstəf	shestef	5.84615384615	2.84311924075	4.65323837211	ʃɛstəfs	0.608873062018	0.0	0.0	0.195563468991	0.0	0.0	0.0977817344954
ʃɛstəf	shestef	5.84615384615	2.84311924075	4.65323837211	ʃɛstəvz	0.391126937982	0.0	0.304436531009	0.0	0.0	0.0	0.152218265505
sɛnf	senf	4.5	4.1551525957	5.2505657701	sɛnfs	0.708427628349	0.0	0.0	0.195563468991	0.0	0.0	0.0977817344954
sɛnf	senf	4.5	4.1551525957	5.2505657701	sɛnvz	0.291572371651	0.170720164204	0.304436531009	0.0	0.0	0.0	0.237578347607
ʃɛnəθ	shenneth	4.10526315789	3.37825202937	4.65323837211	ʃɛnəθs	0.608873062018	0.0	0.0	0.195563468991	0.0	0.0	0.0977817344954
